id,price,year,odometer,cylinders,transmission,drive,type,paint_color,size,title_status,condition,fuel,state,manufacturer,description_length,description_credit,description_owner,description_badcredit
7231922246,11900,2015,18128,6,automatic,fwd,van,grey,full-size,clean,excellent,gas,fl,dodge,3722,0,0,0
7232864781,4500,1989,140000,4,manual,,offroad,red,,clean,good,gas,co,jeep,337,0,0,0
7240039044,18995,2021,88200,,automatic,4wd,,,,clean,excellent,other,pa,,1196,1,0,1
7228421274,32990,2017,23986,6,other,fwd,SUV,grey,,clean,good,gas,ca,lexus,4431,1,0,0
7226170986,18000,2017,34743,4,automatic,fwd,sedan,silver,,clean,excellent,hybrid,nc,ford,375,0,1,0
7239205427,15000,2017,19092,,automatic,fwd,SUV,,,clean,excellent,gas,oh,ford,4241,1,1,1
7228908667,24626,2018,26236,4,automatic,fwd,SUV,silver,mid-size,clean,,gas,ca,honda,5545,0,1,0
7238888864,14500,1954,,,automatic,,,,,clean,,gas,ca,chevrolet,535,0,0,0
7240945353,17000,2016,109610,,automatic,fwd,,white,,clean,,gas,va,volkswagen,6644,1,0,0
7236992961,4999,2009,1,6,automatic,rwd,sedan,black,,rebuilt,excellent,gas,tx,mercedes-benz,1018,0,0,0
7239214037,3800,2004,,4,automatic,fwd,sedan,silver,,clean,excellent,gas,nj,toyota,702,0,0,0
7238669105,21590,2018,15250,,other,fwd,pickup,black,,clean,good,gas,ma,nissan,4751,1,0,0
7233031992,15590,2017,20998,,automatic,fwd,sedan,,,clean,good,gas,ok,volkswagen,4336,1,0,0
7240506916,12295,2015,69971,,automatic,,other,white,,clean,,gas,fl,buick,3076,1,1,0
7239878656,15360,2013,61340,6,automatic,rwd,coupe,custom,compact,clean,,gas,az,chevrolet,,0,0,0
7235671403,24590,2018,9763,,automatic,fwd,sedan,black,,clean,good,gas,ca,toyota,4233,1,0,0
7226232890,2200,2007,162892,,automatic,,,,,clean,,gas,va,nissan,507,0,0,0
7237782432,9999,2011,141582,6,automatic,4wd,SUV,silver,mid-size,clean,good,gas,or,buick,711,1,0,1
7239438216,11730,2016,89691,4,automatic,,SUV,grey,,clean,excellent,gas,pa,hyundai,876,1,0,1
7230506460,9500,2011,132400,8,automatic,4wd,,,,clean,excellent,gas,in,ram,210,0,0,0
7237894603,6599,2014,73917,4,automatic,,hatchback,,,clean,excellent,gas,nv,chevrolet,5096,1,0,0
7227824990,18999,2017,,,automatic,,,,,clean,like new,gas,ny,chevrolet,1988,1,0,0
7240031918,2200,1996,192000,4,automatic,,wagon,black,full-size,clean,good,gas,ca,honda,323,0,0,0
7235678262,5997,2002,81877,6,automatic,rwd,sedan,,,clean,excellent,gas,va,mercedes-benz,3200,1,0,1
7240152222,17995,2014,117397,8,automatic,rwd,coupe,white,full-size,clean,like new,gas,tx,dodge,880,0,1,0
7232269139,5999,2014,105000,4,automatic,fwd,sedan,grey,compact,clean,excellent,gas,az,ford,243,1,0,0
7240228017,4900,2006,136000,8,automatic,,truck,,,clean,,gas,oh,chevrolet,354,0,0,0
7232244565,4995,2013,147137,,manual,,,,,clean,,gas,oh,chevrolet,1177,1,1,0
7238155545,9995,2011,121276,,automatic,fwd,sedan,,,clean,excellent,gas,nj,toyota,6830,1,0,1
7237069971,3900,2004,,6,automatic,4wd,,,,clean,good,gas,ma,mercedes-benz,146,0,0,0
7240549121,43998,2014,78613,,automatic,4wd,pickup,white,,clean,,diesel,,chevrolet,,0,0,0
7234158699,4900,2014,,4,automatic,,hatchback,white,compact,clean,excellent,gas,fl,mitsubishi,125,0,1,0
7232447890,26900,2007,,,manual,,other,black,,clean,,diesel,fl,,2333,0,0,0
7237437936,31990,2018,22301,6,other,4wd,other,white,,clean,good,gas,md,jeep,4799,1,0,0
7233067354,15500,2016,105000,6,automatic,fwd,,,,clean,excellent,gas,mi,nissan,396,0,0,0
7234983777,21990,2017,65618,8,automatic,rwd,van,red,mid-size,clean,good,gas,il,gmc,2797,0,0,0
7237404837,7900,2006,73000,8,automatic,rwd,SUV,,,clean,,gas,nc,lincoln,403,0,1,0
7239576136,6200,2014,70321,4,manual,,,,,salvage,excellent,gas,ca,mini,266,0,0,0
7238518850,9000,1987,30010,4,automatic,4wd,,blue,,clean,excellent,gas,nc,ford,184,0,1,0
7233773611,5250,2013,118000,4,automatic,fwd,hatchback,red,,clean,good,gas,mi,ford,299,0,0,0
7229245165,5900,2006,59000,4,automatic,,sedan,silver,,clean,,gas,mo,honda,417,0,0,0
7240761386,47500,2018,15396,,automatic,,,,,clean,,gas,wa,jeep,1667,1,0,0
7233561588,12998,2012,95760,,automatic,,sedan,silver,,clean,,gas,fl,mercedes-benz,2542,1,0,0
7230181088,39990,2014,49618,,automatic,4wd,other,white,,clean,,diesel,ma,chevrolet,2877,0,0,0
7240735543,5350,2009,144789,4,automatic,fwd,SUV,silver,full-size,clean,good,gas,il,,223,0,0,0
7228180878,31290,2019,6277,6,automatic,rwd,SUV,grey,full-size,rebuilt,excellent,gas,sc,ford,1110,0,0,0
7230420551,8273,2008,93754,6,automatic,4wd,SUV,silver,mid-size,clean,good,gas,nj,land rover,332,0,0,0
7234615553,7995,2010,131167,6,automatic,4wd,sedan,blue,,clean,excellent,gas,ma,ford,2597,1,0,1
7227996108,5195,2008,,,automatic,,,,,clean,excellent,gas,tx,chevrolet,311,1,0,0
7228575245,21999,2012,136743,8,automatic,4wd,pickup,grey,,clean,,other,fl,ford,5357,1,0,0
7230468787,9990,2013,73000,4,automatic,fwd,sedan,white,full-size,clean,like new,gas,ca,kia,,0,0,0
7240990409,7990,2012,84907,,automatic,,,,,clean,,gas,oh,honda,823,0,0,0
7230340057,29975,2016,38504,,automatic,4wd,,black,,clean,excellent,gas,mt,chevrolet,4823,1,0,1
7228567417,13999,2019,44934,6,automatic,fwd,mini-van,black,,clean,,gas,wa,dodge,6789,1,0,0
7237756019,5495,2012,178689,,automatic,,,,,clean,,gas,mi,chrysler,3379,0,0,0
7234634260,13995,2019,19408,4,automatic,fwd,sedan,red,,clean,,gas,ia,hyundai,1950,0,0,0
7240686749,10997,2014,77000,,automatic,,SUV,black,,clean,,gas,ca,honda,522,1,0,1
7238155779,2999,2013,,,automatic,,,,,clean,,gas,fl,chevrolet,768,1,0,0
7240036227,7750,2013,64000,4,automatic,fwd,sedan,blue,compact,clean,like new,gas,tx,nissan,1044,0,1,0
7234654517,14995,2009,164583,,automatic,4wd,SUV,black,,clean,,gas,oh,gmc,2031,1,0,1
7225450711,17995,2011,115949,8,automatic,4wd,truck,white,full-size,clean,good,gas,pa,ford,2286,0,0,0
7238689100,4300,1996,108000,,automatic,4wd,,blue,,clean,good,gas,oh,jeep,798,0,1,0
7239388179,9995,2010,101388,,automatic,,coupe,black,sub-compact,clean,,gas,ca,honda,3527,1,1,0
7226876859,21995,2016,58111,6,automatic,4wd,SUV,black,,clean,excellent,gas,vt,jeep,189,0,0,0
7240937143,10000,2002,200000,,automatic,,,,,clean,,gas,ga,,91,0,0,0
7237580444,9500,2004,115,6,automatic,4wd,,black,mid-size,rebuilt,excellent,gas,fl,jeep,240,0,0,0
7240263132,12900,2016,56610,4,automatic,fwd,sedan,black,full-size,clean,good,gas,az,nissan,672,0,0,0
7240941520,15799,2012,65771,,manual,,,black,,clean,,gas,mn,bmw,5196,0,0,0
7232872095,3500,2000,208000,8,automatic,4wd,SUV,red,full-size,clean,excellent,gas,mi,gmc,299,0,0,0
7228522611,9990,2012,79423,,other,fwd,hatchback,silver,,clean,good,gas,az,toyota,4101,1,0,0
7237592532,30990,2011,39266,8,other,rwd,other,black,,clean,good,gas,in,bmw,5006,1,0,0
7238122672,9995,2015,105400,4,automatic,4wd,sedan,silver,,clean,,gas,ct,subaru,6394,1,0,0
7227894575,14900,2005,,,manual,,,white,,clean,good,diesel,ms,,291,0,0,0
7237266168,11998,2018,52775,,automatic,fwd,,white,,clean,,gas,wa,nissan,1691,0,1,0
7232043549,4900,2006,142400,8,automatic,4wd,,red,,clean,excellent,gas,mi,jeep,583,0,0,0
7234311161,48999,2018,25638,,automatic,4wd,SUV,black,,clean,,gas,id,gmc,5251,1,1,1
7235963039,5200,2009,,,automatic,,,,,clean,,gas,ny,ford,147,0,0,0
7240400319,16590,2010,10842,,other,rwd,other,red,,clean,good,gas,fl,mazda,4444,1,0,0
7227217621,10500,2010,,6,automatic,4wd,sedan,black,full-size,clean,excellent,gas,ma,ford,124,0,0,0
7236646275,18000,2016,82000,6,automatic,4wd,SUV,blue,mid-size,clean,like new,gas,oh,infiniti,111,0,1,0
7229059172,14590,2013,30885,,automatic,fwd,hatchback,black,,clean,good,gas,ny,volkswagen,4666,1,0,0
7238989002,3800,2005,,4,automatic,fwd,sedan,,mid-size,clean,good,gas,nj,honda,304,0,1,0
7236935306,2986,2002,172584,4,automatic,fwd,sedan,silver,,clean,,,or,mazda,1868,0,0,0
7234277483,11950,2010,109955,6,automatic,rwd,sedan,white,mid-size,clean,good,gas,al,mercedes-benz,317,0,0,0
7239761715,4800,2006,235000,6,automatic,fwd,SUV,blue,,clean,excellent,hybrid,mo,toyota,466,0,0,0
7237965657,27999,2015,57589,,automatic,rwd,pickup,grey,,clean,,gas,,chevrolet,3428,1,0,1
7227615279,26995,2013,254645,8,automatic,4wd,pickup,purple,,clean,,diesel,tx,ford,2169,1,1,1
7240870844,3000,2005,92000,4,automatic,fwd,sedan,black,mid-size,clean,good,gas,ca,nissan,906,0,0,0
7225331959,22995,2015,49490,10,automatic,rwd,other,white,full-size,clean,like new,gas,oh,ford,814,0,1,0
7234384125,13995,2016,69000,6,automatic,,coupe,black,mid-size,rebuilt,excellent,gas,tx,ford,587,0,0,0
7237913168,24000,1971,89000,8,other,fwd,sedan,red,full-size,clean,like new,gas,oh,chevrolet,306,0,0,0
7240931322,49900,2017,49189,,automatic,4wd,,,,clean,,gas,in,ford,298,0,0,0
7232771488,32997,2002,27050,4,manual,rwd,convertible,silver,,clean,,gas,ca,honda,2380,1,1,0
7231888332,2700,2006,195000,6,automatic,fwd,sedan,grey,,clean,good,gas,oh,honda,246,0,0,0
7232038941,34990,2014,53153,,,,,white,,clean,good,diesel,or,,5742,1,0,1
7238765206,31850,2016,37499,6,other,,sedan,,,clean,good,gas,wa,jaguar,1543,1,0,0
7224909460,20990,2018,38381,,other,fwd,pickup,white,,clean,good,gas,wi,nissan,4668,1,0,0
7237830542,6500,2018,,,other,,,black,,clean,excellent,other,tx,,1747,0,0,0
7235696357,12394,2019,61576,4,automatic,fwd,SUV,silver,,clean,,gas,oh,chevrolet,6570,1,1,1
7240545045,4999,2011,150000,,automatic,,,,,clean,,gas,ma,kia,88,0,0,0
7233524752,34999,2016,,,automatic,,,,,clean,,diesel,nj,ford,3359,1,0,0
7238444618,39985,2015,81204,8,automatic,4wd,SUV,custom,full-size,clean,,gas,nv,rover,9229,1,0,1
7230849592,11995,2013,161918,,automatic,,,,,clean,,gas,mi,ford,3321,0,0,0
7230972165,6500,1983,,,manual,,,,,clean,,gas,ca,jeep,142,0,0,0
7234603122,19000,2004,,6,automatic,4wd,,,,clean,excellent,gas,ma,toyota,586,0,1,0
7233824422,14990,2016,141153,6,automatic,rwd,sedan,blue,,clean,good,gas,ks,dodge,3306,0,0,0
7229017492,2900,1993,155000,6,automatic,,,white,,clean,excellent,gas,fl,infiniti,220,0,0,0
7240025394,16995,2014,,,automatic,fwd,pickup,blue,,clean,,gas,ca,nissan,1766,1,0,1
7225760769,9983,2009,69649,6,automatic,4wd,SUV,custom,full-size,clean,,gas,oh,chevrolet,346,0,0,0
7236375433,9997,2012,155157,6,automatic,4wd,SUV,,,clean,excellent,gas,ks,buick,4962,1,0,1
7235702256,8590,2013,100304,,automatic,rwd,other,,,clean,good,gas,pa,,4137,1,0,0
7230792667,6995,2012,161,,automatic,,,,,clean,like new,gas,ri,chrysler,1836,0,0,0
7237452727,6900,2005,175796,8,automatic,rwd,pickup,grey,full-size,clean,good,gas,fl,ram,343,0,0,0
7226501278,14999,2019,38536,,automatic,fwd,sedan,white,,clean,,gas,wa,kia,6735,1,0,0
7240212168,49888,2017,75923,8,automatic,4wd,truck,,,clean,,diesel,wa,ford,,0,0,0
7236827651,21990,2011,16750,6,automatic,rwd,coupe,white,,clean,good,gas,al,nissan,4166,1,0,0
7234142780,10900,2011,95467,6,automatic,,SUV,silver,,clean,,gas,pa,bmw,4191,1,1,1
7237699400,16988,2019,25268,,automatic,fwd,,green,,clean,,,nj,nissan,993,1,0,0
7229198445,9995,2011,110821,,automatic,,other,black,,clean,good,gas,ar,honda,1996,0,0,0
7233792940,8895,2015,37000,,automatic,,,silver,compact,clean,excellent,gas,nc,fiat,212,0,0,0
7240151818,17990,2014,106913,8,automatic,rwd,,white,,clean,good,gas,ct,ford,2596,0,0,0
7235113989,48900,,17,6,automatic,fwd,,white,,clean,,,nm,,3212,0,0,0
7225126515,13900,2012,133000,6,automatic,4wd,,white,full-size,clean,good,gas,mi,ford,416,0,0,0
7230224125,20000,1970,78000,8,manual,rwd,coupe,black,compact,clean,good,gas,oh,dodge,1142,0,0,0
7235060048,7995,2010,175000,6,automatic,4wd,SUV,black,full-size,clean,good,gas,nj,honda,1547,0,0,0
7231834477,4200,2001,190000,6,automatic,4wd,SUV,silver,full-size,clean,excellent,gas,ny,toyota,805,1,0,1
7235217300,29990,2013,77366,,other,rwd,sedan,brown,,clean,good,electric,il,tesla,4075,1,0,0
7240036393,9500,2013,238400,,automatic,,,,,clean,excellent,gas,nj,chevrolet,120,0,0,0
7228552656,14999,2014,,,automatic,fwd,,,,clean,,gas,ca,toyota,603,0,0,0
7227921776,12900,2009,,,automatic,4wd,,white,,clean,excellent,gas,ri,rover,195,0,0,0
7231319529,3000,2010,200000,3,automatic,fwd,sedan,blue,full-size,clean,excellent,gas,sc,volkswagen,214,0,0,0
7226126816,37491,2016,35426,8,automatic,4wd,pickup,blue,,clean,,gas,pa,chevrolet,5186,0,0,0
7240994085,25410,2017,126656,6,automatic,rwd,,,,clean,,gas,la,toyota,861,0,1,0
7232979612,15500,2014,156000,8,automatic,4wd,truck,white,full-size,lien,good,gas,oh,ford,533,0,1,0
7225422145,13900,2013,67628,6,automatic,fwd,sedan,silver,mid-size,clean,excellent,gas,ny,acura,2805,1,0,0
7234623384,3000,2002,80000,6,automatic,fwd,,,,clean,good,gas,mi,buick,381,0,0,0
7239322893,17000,2002,254000,8,automatic,4wd,truck,white,full-size,clean,good,diesel,nv,ford,445,0,0,0
7225519139,6800,2003,,,automatic,,,,,clean,,gas,ga,ford,9337,0,0,0
7240932284,28500,2014,63866,,automatic,4wd,pickup,silver,,clean,,gas,oh,gmc,2273,0,1,0
7239631833,17900,2017,93000,5,automatic,rwd,,white,,clean,good,diesel,mi,ford,2211,1,1,1
7229914395,3950,2001,185,8,automatic,rwd,,white,full-size,lien,good,gas,nc,ford,628,0,0,0
7239922666,8488,2015,,4,automatic,fwd,sedan,silver,mid-size,clean,excellent,gas,ca,hyundai,4181,1,0,1
7239341146,4950,2006,167000,8,automatic,4wd,SUV,silver,,clean,good,gas,oh,ford,1636,0,0,0
7235982751,4500,2008,148513,,automatic,,,,,clean,,gas,in,nissan,417,0,0,0
7229096656,39902,1951,1,8,automatic,,,orange,,clean,excellent,other,fl,chevrolet,530,0,0,0
7238194577,28995,2017,107908,,automatic,4wd,SUV,black,,clean,,gas,ia,lincoln,3059,0,0,0
7239483138,4555,2005,185000,6,automatic,4wd,SUV,brown,mid-size,salvage,good,gas,ne,nissan,259,0,0,0
7234299365,2750,2005,105000,,automatic,,,,,clean,excellent,gas,ny,chevrolet,109,0,0,0
7233825262,9876,2011,101884,4,automatic,fwd,SUV,silver,,clean,,,or,chevrolet,2533,0,0,0
7234845972,21950,2016,104308,6,automatic,rwd,SUV,white,,clean,,gas,ok,ford,907,0,0,0
7240351101,4650,2007,171000,6,automatic,fwd,mini-van,silver,mid-size,clean,good,diesel,nj,honda,36,0,0,0
7234704935,2500,2005,,6,automatic,,SUV,grey,mid-size,clean,good,gas,tx,jeep,151,0,0,0
7231670191,4999,2003,,,automatic,,,,,clean,,gas,co,ford,649,0,0,0
7229931809,6980,2005,,,automatic,,,,,clean,,gas,al,infiniti,495,0,0,0
7240570097,19995,2015,125765,,automatic,,pickup,white,,clean,,gas,az,chevrolet,999,0,0,0
7236853162,18590,2014,80210,,automatic,,wagon,blue,,clean,good,gas,ct,bmw,5625,1,0,0
7232674050,3950,2011,175067,4,automatic,fwd,sedan,black,,clean,,gas,al,dodge,3415,0,1,0
7225246067,16700,2011,,,manual,4wd,,,,clean,,gas,mi,jeep,3435,0,0,0
7228844996,9500,2013,96690,,automatic,,,,,clean,,gas,al,mini,521,0,0,0
7225414870,10998,2014,100463,,automatic,fwd,,,,clean,,gas,mt,dodge,3847,1,1,0
7230321427,14896,2009,119840,,automatic,4wd,pickup,black,,clean,,other,oh,ford,1999,1,0,0
7240433233,3700,2005,249000,4,automatic,fwd,hatchback,black,compact,clean,good,gas,ca,toyota,556,0,0,0
7241010986,29500,1940,111111,8,automatic,rwd,pickup,yellow,mid-size,clean,excellent,gas,wa,,372,0,0,0
7239410142,11990,2011,,,automatic,,,,,clean,,gas,wa,ford,239,0,1,0
7238938852,3500,1980,7353,,manual,,,,,clean,,gas,pa,chevrolet,105,0,0,0
7240134536,5999,2007,170000,6,automatic,rwd,sedan,blue,mid-size,clean,good,gas,nv,infiniti,260,0,0,0
7236021300,11500,2013,49900,4,automatic,fwd,,white,,clean,excellent,hybrid,ca,toyota,1498,0,0,0
7229901020,5999,1999,132083,4,automatic,,sedan,,,clean,excellent,gas,ca,toyota,3063,1,0,0
7225986346,7000,2004,,,automatic,,,,,clean,good,diesel,oh,,113,0,0,0
7235485754,9295,2021,,,other,,,black,,clean,,,ca,,2175,1,0,0
7236185738,14990,2017,25924,,automatic,fwd,other,,,clean,good,gas,ca,buick,4201,1,0,0
7240590909,7500,2011,130000,4,automatic,,SUV,white,mid-size,clean,excellent,gas,al,chevrolet,320,0,0,0
7239839916,4500,2005,110010,6,automatic,fwd,mini-van,blue,full-size,clean,good,gas,mt,dodge,242,0,0,0
7226441926,8450,2013,100268,4,automatic,,SUV,custom,,clean,,gas,ut,nissan,1572,1,0,0
7228119277,6300,2006,,,automatic,,,,,clean,,gas,ga,ram,9043,0,0,0
7226445481,29239,2020,13508,4,automatic,4wd,SUV,white,,clean,,gas,ky,hyundai,4320,1,1,0
7235177114,11900,2014,0,,other,,other,white,,clean,,gas,nm,dodge,942,0,0,0
7240559145,36999,2017,53581,,automatic,4wd,truck,grey,,clean,,gas,wa,toyota,4862,1,0,1
7239592521,6377,2010,151452,,automatic,,SUV,silver,,clean,,gas,mt,mazda,1934,1,0,0
7240054075,6900,2013,53579,4,automatic,fwd,hatchback,red,sub-compact,rebuilt,,gas,fl,mazda,1470,0,0,0
7236911579,11900,2016,83961,,automatic,,hatchback,red,,clean,,gas,,hyundai,3045,1,0,0
7231811061,6995,2012,166354,6,automatic,fwd,sedan,custom,mid-size,clean,,gas,mi,buick,679,0,1,0
7238944581,29999,2015,52125,,automatic,4wd,pickup,,,clean,excellent,gas,wi,ford,5299,1,1,1
7238334564,6980,2016,90844,4,automatic,fwd,hatchback,black,,clean,excellent,gas,wi,ford,1412,0,0,0
7240774779,17300,2017,27900,,automatic,,,,,clean,,gas,ca,volkswagen,303,0,0,0
7227076572,9995,2012,174942,,automatic,4wd,SUV,white,,clean,excellent,gas,nj,honda,9120,1,0,1
7227634354,3500,1995,,,manual,4wd,SUV,red,full-size,clean,fair,gas,tx,chevrolet,81,0,0,0
7233663039,10650,2010,102586,4,automatic,4wd,SUV,blue,full-size,clean,excellent,gas,ky,honda,5326,1,0,0
7239387352,15399,2014,1000,6,automatic,4wd,SUV,white,full-size,clean,like new,gas,tx,bmw,4600,1,1,1
7239375229,7500,2011,129000,6,automatic,4wd,SUV,white,,clean,excellent,gas,in,buick,71,0,0,0
7227962597,36991,2018,6447,8,manual,rwd,coupe,red,,clean,,gas,la,ford,8758,0,0,0
7232608765,46999,2015,69085,,automatic,4wd,truck,silver,,clean,,diesel,wa,ram,6487,1,0,0
7229253631,17907,2018,50192,4,automatic,fwd,sedan,red,mid-size,clean,,gas,ca,honda,5038,0,1,0
7234299333,20000,1963,,,automatic,,,,,clean,,gas,la,,290,0,0,0
7236816003,21995,2017,50992,6,automatic,fwd,SUV,,,clean,,gas,fl,ford,4315,1,0,1
7230834351,12995,2013,160,8,automatic,4wd,pickup,silver,full-size,clean,excellent,gas,ny,,137,0,0,0
7231199645,6950,2012,146239,6,automatic,fwd,van,black,,clean,,gas,id,nissan,856,0,0,0
7225929215,17950,2013,58000,6,automatic,4wd,SUV,silver,mid-size,clean,excellent,gas,mt,ford,453,0,0,0
7226367141,17990,2013,86103,,automatic,,sedan,white,,clean,good,gas,ma,bmw,5540,1,0,0
7239532237,8499,2006,,,automatic,rwd,,white,,clean,like new,gas,fl,lexus,908,1,0,1
7228516724,9500,1971,,8,automatic,rwd,,yellow,,clean,good,gas,ny,,288,0,0,0
7235816452,6300,2013,81000,4,automatic,fwd,sedan,silver,mid-size,clean,excellent,gas,ia,buick,529,0,0,0
7233511640,23497,2017,21853,,automatic,,SUV,,,clean,,gas,ma,toyota,3409,0,0,0
7226090491,26000,2013,12973,8,manual,rwd,coupe,grey,,clean,like new,gas,ut,chevrolet,371,0,0,0
7234222641,6999,2005,258406,8,manual,4wd,SUV,black,mid-size,clean,good,gas,oh,toyota,1317,1,0,1
7233887747,4500,2008,,,automatic,,,,,clean,,gas,ne,chrysler,119,0,0,0
7233750235,5499,2013,145690,,automatic,4wd,wagon,white,,clean,,gas,pa,nissan,2179,0,0,0
7236794271,6995,2011,197967,6,automatic,,sedan,,,clean,excellent,gas,mi,volvo,5378,1,0,1
7240281393,3950,2006,160,4,automatic,fwd,sedan,blue,compact,clean,good,gas,tx,toyota,325,0,0,0
7234792432,21990,2017,36637,,automatic,rwd,coupe,brown,,clean,good,gas,tx,bmw,4009,1,0,0
7240960657,4599,2009,99916,6,automatic,fwd,sedan,green,full-size,clean,excellent,gas,mn,ford,126,0,0,0
7239523122,11923,2013,104684,6,automatic,fwd,sedan,red,mid-size,clean,,gas,tx,toyota,9502,1,0,1
7230668639,2000,2006,103000,4,automatic,fwd,,purple,,clean,good,gas,sc,,75,0,0,0
7239893522,4999,2011,168366,,automatic,fwd,SUV,white,,clean,,gas,nj,chevrolet,2175,1,0,0
7235713254,9995,2011,92350,,automatic,,sedan,,,clean,excellent,gas,fl,buick,4158,1,0,1
7231348147,36981,2019,3155,,automatic,fwd,,,,clean,,gas,ca,honda,1491,0,0,0
7234131732,22990,2012,18698,8,other,rwd,other,silver,,clean,good,gas,ga,ford,4224,1,0,0
7225816511,15295,2017,85406,,automatic,,,,,clean,,gas,in,chevrolet,2934,1,0,0
7231954404,8000,2007,107749,,automatic,rwd,,blue,,clean,,gas,in,mercedes-benz,4040,0,0,0
7232062623,14086,2013,118670,6,automatic,4wd,SUV,black,full-size,clean,excellent,gas,mn,ford,4710,1,0,0
7227457966,30990,2017,20012,,other,,sedan,white,,clean,good,gas,sc,subaru,4000,1,0,0
7232030064,17700,2017,39801,,automatic,,hatchback,black,compact,clean,,gas,,subaru,3463,1,1,0
